nacchoid,link from,link to,state,Notes
IN078,St. Joseph County Health Department,IN002,IN,
IN078,St. Joseph County Health Department,IN057,IN,
IN080,Steuben County Health Department,KY054,IN,
IN080,Steuben County Health Department,IN015,IN,
IN080,Steuben County Health Department,IN031,IN,
IN080,Steuben County Health Department,IN044,IN,
IN080,Steuben County Health Department,IN095,IN,
IN083,Tippecanoe County Health Department,IN012,IN,
IN083,Tippecanoe County Health Department,IN036,IN,
IN083,Tippecanoe County Health Department,IN037,IN,
IN083,Tippecanoe County Health Department,IN057,IN,
IN086,Vanderburgh County Health Department,IN019,IN,
IN086,Vanderburgh County Health Department,Fairbanks School of Public Health,IN,"This is a SPH, remove"
IN086,Vanderburgh County Health Department,IN002,IN,
IN086,Vanderburgh County Health Department,IN053,IN,
IN087,Vermillion County Health Department,IN011,IN,
IN087,Vermillion County Health Department,IN065,IN,
IN088,Vigo County Health Department,IN011,IN,
IN088,Vigo County Health Department,IN053,IN,
IN088,Vigo County Health Department,IN065,IN,
IN088,Vigo County Health Department,IN081,IN,
IN088,Vigo County Health Department,IN087,IN,
KS001,Barber County Public Health Department,KS043,KS,
KS001,Barber County Public Health Department,KS031,KS,
KS001,Barber County Public Health Department,KS039,KS,
KS001,Barber County Public Health Department,KS040,KS,
KS001,Barber County Public Health Department,KS095,KS,
KS002,Barton County Health Department,KS051,KS,
KS002,Barton County Health Department,KS067,KS,
KS002,Barton County Health Department,KS072,KS,
KS002,Barton County Health Department,KS074,KS,
KS002,Barton County Health Department,KS080,KS,
KS003,Butler County Health Department,FL036,FL,
KS003,Butler County Health Department,KS032,KS,
KS003,Butler County Health Department,KS036,KS,
KS003,Butler County Health Department,KS049,KS,
KS003,Butler County Health Department,KS072,KS,
KS008,Clark County Health Department,KS012,KS,
KS008,Clark County Health Department,KS023,KS,
KS008,Clark County Health Department,KS028,KS,
KS008,Clark County Health Department,KS033,KS,
KS008,Clark County Health Department,KS052,KS,
KS011,Coffey County Health Department,KS048,KS,
KS011,Coffey County Health Department,KS024,KS,
KS011,Coffey County Health Department,KS066,KS,
KS011,Coffey County Health Department,KS056,KS,
KS011,Coffey County Health Department,KS063,KS,
KS012,Comanche County Health Department,KS001,KS,
KS012,Comanche County Health Department,KS018,KS,
KS012,Comanche County Health Department,KS031,KS,
KS012,Comanche County Health Department,KS040,KS,
KS012,Comanche County Health Department,KS070,KS,
KS013,City-Cowley County Health Department,KS043,KS,
KS013,City-Cowley County Health Department,KS032,KS,
KS013,City-Cowley County Health Department,KS072,KS,
KS013,City-Cowley County Health Department,KS075,KS,
KS013,City-Cowley County Health Department,KS095,KS,
KS015,Decatur Health Department,KS026,KS,
KS015,Decatur Health Department,KS062,KS,
KS015,Decatur Health Department,KS071,KS,
KS015,Decatur Health Department,KS076,KS,
KS015,Decatur Health Department,KS088,KS,
KS019,Elk County Health Department,KS014,KS,
KS019,Elk County Health Department,KS041,KS,
KS019,Elk County Health Department,KS055,KS,
KS019,Elk County Health Department,KS060,KS,
KS019,Elk County Health Department,KS096,KS,
KS020,Ellis County Health Department,KS025,KS,
KS020,Ellis County Health Department,KS047,KS,
KS020,Ellis County Health Department,KS064,KS,
KS020,Ellis County Health Department,KS077,KS,
KS020,Ellis County Health Department,KS083,KS,
KS021,Ellsworth County Health Department,KS009,KS,
KS021,Ellsworth County Health Department,KS035,KS,
KS021,Ellsworth County Health Department,KS046,KS,
KS021,Ellsworth County Health Department,KS064,KS,
KS021,Ellsworth County Health Department,KS078,KS,
KS022,Finney County Health Department,KS028,KS,
KS022,Finney County Health Department,KS033,KS,
KS022,Finney County Health Department,KS042,KS,
KS022,Finney County Health Department,KS081,KS,
KS022,Finney County Health Department,KS086,KS,
KS024,Franklin County Health Department,KS036,KS,
KS024,Franklin County Health Department,KS011,KS,
KS024,Franklin County Health Department,KS091,KS,
KS025,Gove County Health Department,KS047,KS,
KS025,Gove County Health Department,KS061,KS,
KS025,Gove County Health Department,KS082,KS,
KS025,Gove County Health Department,KS083,KS,
KS025,Gove County Health Department,KS090,KS,
KS029,Greeley County Health Department,KS030,KS,
KS029,Greeley County Health Department,KS042,KS,
KS029,Greeley County Health Department,KS052,KS,
KS029,Greeley County Health Department,KS081,KS,
KS029,Greeley County Health Department,KS092,KS,
KS031,Harper County Health Department and Home Health Agency,KS001,KS,
KS031,Harper County Health Department and Home Health Agency,KS039,KS,
KS031,Harper County Health Department and Home Health Agency,KS040,KS,
KS031,Harper County Health Department and Home Health Agency,KS070,KS,
KS031,Harper County Health Department and Home Health Agency,KS087,KS,
KS032,Harvey County Health Department,KS003,KS,
KS032,Harvey County Health Department,KS049,KS,
KS032,Harvey County Health Department,KS072,KS,
KS032,Harvey County Health Department,KS095,KS,
KS032,Harvey County Health Department,KS087,KS,
KS033,Hodgeman County Health Department,KS008,KS,
KS033,Hodgeman County Health Department,KS023,KS,
KS033,Hodgeman County Health Department,KS028,KS,
KS033,Hodgeman County Health Department,KS099,KS,
KS033,Hodgeman County Health Department,KS052,KS,
KS034,Jefferson County Health Department,KS017,KS,
KS034,Jefferson County Health Department,KS036,KS,
KS034,Jefferson County Health Department,KS043,KS,
KS034,Jefferson County Health Department,KS106,KS,
KS034,Jefferson County Health Department,KS089,KS,
KS035,Jewell County Health Department,KS009,KS,
KS035,Jewell County Health Department,KS021,KS,
KS035,Jewell County Health Department,KS046,KS,
KS035,Jewell County Health Department,KS054,KS,
KS035,Jewell County Health Department,KS084,KS,
KS036,Johnson County Department of Health & Environment,MO049,MO,
KS036,Johnson County Department of Health & Environment,KS043,KS,
KS036,Johnson County Department of Health & Environment,KS075,KS,
KS036,Johnson County Department of Health & Environment,KS089,KS,
KS036,Johnson County Department of Health & Environment,KS098,KS,
KS040,Kiowa County Health Department,KS040,KS,
KS041,Public Health of Labette County,KS006,KS,
KS041,Public Health of Labette County,"KS014
",KS,
KS041,Public Health of Labette County,KS106,KS,
KS041,Public Health of Labette County,KS060,KS,
KS041,Public Health of Labette County,KS096,KS,
KS043,Lawrence-Douglas County Health Department,KS036,KS,
KS043,Lawrence-Douglas County Health Department,OH092,OH,
KS043,Lawrence-Douglas County Health Department,KS089,KS,
KS043,Lawrence-Douglas County Health Department,WA026,WA,
KS043,Lawrence-Douglas County Health Department,KS098,KS,
KS044,Leavenworth County Health Department,MO018,MO,
KS044,Leavenworth County Health Department,KS016,KS,
KS044,Leavenworth County Health Department,KS036,KS,
KS044,Leavenworth County Health Department,KS098,KS,
KS045,Seward County Health Department,KS022,KS,
KS045,Seward County Health Department,KS027,KS,
KS045,Seward County Health Department,KS052,KS,
KS045,Seward County Health Department,KS086,KS,
KS045,Seward County Health Department,KS200,KS,
KS046,Lincoln County Health Department,KS021,KS,
KS046,Lincoln County Health Department,KS009,KS,
KS046,Lincoln County Health Department,KS043,KS,
KS046,Lincoln County Health Department,KS051,KS,
KS046,Lincoln County Health Department,KS064,KS,
KS047,Logan County Health Department,KS025,KS,
KS047,Logan County Health Department,KS082,KS,
KS047,Logan County Health Department,KS083,KS,
KS047,Logan County Health Department,KS088,KS,
KS047,Logan County Health Department,KS090,KS,
KS049,Marion County Health Department,KS003,KS,
KS049,Marion County Health Department,KS013,KS,
KS049,Marion County Health Department,KS032,KS,
KS049,Marion County Health Department,KS056,KS,
KS049,Marion County Health Department,KS087,KS,
KS050,Marshall County Health Department,KS017,KS,
KS050,Marshall County Health Department,KS106,KS,
KS050,Marshall County Health Department,KS059,KS,
KS050,Marshall County Health Department,KS089,KS,
KS050,Marshall County Health Department,KS093,KS,
KS052,Meade County Health Department,KS028,KS,
KS052,Meade County Health Department,KS057,KS,
KS052,Meade County Health Department,KS045,KS,
KS052,Meade County Health Department,KS086,KS,
KS052,Meade County Health Department,KS200,KS,
KS053,Miami County Health Department,KS024,KS,
KS053,Miami County Health Department,KS036,KS,
KS053,Miami County Health Department,KS043,KS,
KS053,Miami County Health Department,KS069,KS,
KS053,Miami County Health Department,KS098,KS,
KS055,Montgomery County Health Department,KS107,KS,
KS056,Morris County Health Department,KS004,KS,
KS056,Morris County Health Department,KS066,KS,
KS056,Morris County Health Department,KS011,KS,
KS056,Morris County Health Department,KS063,KS,
KS056,Morris County Health Department,KS091,KS,
KS057,Morton County Health Department,KS027,KS,
KS057,Morton County Health Department,KS045,KS,
KS057,Morton County Health Department,KS086,KS,
KS057,Morton County Health Department,KS200,KS,
KS059,Nemaha County Community Health Services,KS017,KS,
KS059,Nemaha County Community Health Services,KS034,KS,
KS059,Nemaha County Community Health Services,KS050,KS,
KS059,Nemaha County Community Health Services,KS106,KS,
KS059,Nemaha County Community Health Services,KS089,KS,
KS062,Norton County Health Department,KS026,KS,
KS062,Norton County Health Department,KS068,KS,
KS062,Norton County Health Department,KS071,KS,
KS062,Norton County Health Department,KS076,KS,
KS064,Osborne County Health Department,KS046,KS,
KS064,Osborne County Health Department,KS054,KS,
KS064,Osborne County Health Department,KS073,KS,
KS064,Osborne County Health Department,KS076,KS,
KS064,Osborne County Health Department,KS084,KS,
KS066,Greenwood County Health Department,KS019,KS,
KS066,Greenwood County Health Department,KS003,KS,
KS067,Pawnee County Health Department,KS002,KS,
KS067,Pawnee County Health Department,KS051,KS,
KS067,Pawnee County Health Department,KS074,KS,
KS067,Pawnee County Health Department,KS083,KS,
KS067,Pawnee County Health Department,KS085,KS,
KS069,Pottawatomie County Health Department,KS037,KS,
KS069,Pottawatomie County Health Department,KS036,KS,
KS069,Pottawatomie County Health Department,KS075,KS,
KS070,Pratt County Health Department,KS018,KS,
KS070,Pratt County Health Department,KS031,KS,
KS070,Pratt County Health Department,KS039,KS,
KS070,Pratt County Health Department,KS040,KS,
KS070,Pratt County Health Department,KS001,KS,
KS072,Reno County Health Department,KS036,KS,
KS072,Reno County Health Department,KS043,KS,
KS076,Rooks County Health Department,KS026,KS,
KS076,Rooks County Health Department,KS062,KS,
KS076,Rooks County Health Department,KS068,KS,
KS076,Rooks County Health Department,KS078,KS,
KS077,Rush County Health Department,KS002,KS,
KS077,Rush County Health Department,KS020,KS,
KS077,Rush County Health Department,KS067,KS,
KS078,Russell County Health Department,KS009,KS,
KS078,Russell County Health Department,KS021,KS,
KS078,Russell County Health Department,KS046,KS,
KS078,Russell County Health Department,KS064,KS,
KS078,Russell County Health Department,KS076,KS,
KS080,Saline County Health Department,KS002,KS,
KS080,Saline County Health Department,KS051,KS,
KS080,Saline County Health Department,KS067,KS,
KS080,Saline County Health Department,KS072,KS,
KS080,Saline County Health Department,KS074,KS,
KS083,Sherman County Health Department,KS025,KS,
KS083,Sherman County Health Department,KS047,KS,
KS083,Sherman County Health Department,KS071,KS,
KS083,Sherman County Health Department,KS082,KS,
KS083,Sherman County Health Department,KS090,KS,
KS084,Smith County Health Department,KS035,KS,
KS084,Smith County Health Department,KS046,KS,
KS084,Smith County Health Department,KS054,KS,
KS084,Smith County Health Department,KS064,KS,
KS084,Smith County Health Department,KS076,KS,
KS086,Stanton County Health Department,KS027,KS,
KS086,Stanton County Health Department,KS099,KS,
KS086,Stanton County Health Department,KS052,KS,
KS086,Stanton County Health Department,KS200,KS,
KS088,Thomas County Health Department,KS007,KS,
KS088,Thomas County Health Department,KS047,KS,
KS088,Thomas County Health Department,KS071,KS,
KS088,Thomas County Health Department,KS076,KS,
KS088,Thomas County Health Department,KS083,KS,
KS089,Shawnee County Health Agency,KS037,KS,
KS089,Shawnee County Health Agency,KS036,KS,
KS089,Shawnee County Health Agency,KS043,KS,
KS089,Shawnee County Health Agency,KS051,KS,
KS089,Shawnee County Health Agency,KS075,KS,
KS090,Trego County Health Department,KS025,KS,
KS090,Trego County Health Department,KS047,KS,
KS090,Trego County Health Department,KS061,KS,
KS090,Trego County Health Department,KS082,KS,
KS090,Trego County Health Department,KS083,KS,
KS091,Wabaunsee County Health Department,KS011,KS,
KS091,Wabaunsee County Health Department,KS024,KS,
KS091,Wabaunsee County Health Department,KS036,KS,
KS091,Wabaunsee County Health Department,KS069,KS,
KS091,Wabaunsee County Health Department,KS089,KS,
KS092,Wallace County Health Department,KS025,KS,
KS092,Wallace County Health Department,KS029,KS,
KS092,Wallace County Health Department,KS030,KS,
KS092,Wallace County Health Department,KS042,KS,
KS092,Wallace County Health Department,KS083,KS,
KS095,Sedgwick County Health Department,KS003,KS,
KS095,Sedgwick County Health Department,KS036,KS,
KS095,Sedgwick County Health Department,KS075,KS,
KS096,Wilson County Health Department,KS014,KS,
KS096,Wilson County Health Department,KS019,KS,
KS096,Wilson County Health Department,KS041,KS,
KS096,Wilson County Health Department,KS055,KS,
KS096,Wilson County Health Department,KS106,KS,
KS098,Wyandotte County Public Health Department,MO022,MO,
KS098,Wyandotte County Public Health Department,KS036,KS,
KS098,Wyandotte County Public Health Department,MO049,MO,
KS098,Wyandotte County Public Health Department,KS043,KS,
KS098,Wyandotte County Public Health Department,KS053,KS,
KS099,Haskell County Health Department,KS022,KS,
KS099,Haskell County Health Department,KS023,KS,
KS099,Haskell County Health Department,KS028,KS,
KS099,Haskell County Health Department,KS033,KS,
KS099,Haskell County Health Department,KS052,KS,
KS104,Linn County Health Department,KS036,KS,
KS104,Linn County Health Department,KS053,KS,
KS104,Linn County Health Department,KS098,KS,
KS106,NEK-Multi County Health Department,KS017,KS,
KS106,NEK-Multi County Health Department,KS034,KS,
KS106,NEK-Multi County Health Department,KS050,KS,
KS106,NEK-Multi County Health Department,KS059,KS,
KS106,NEK-Multi County Health Department,KS089,KS,
KS107,SEK-Multi County Health Department,KS006,KS,
KS107,SEK-Multi County Health Department,KS011,KS,
KS107,SEK-Multi County Health Department,KS014,KS,
KS107,SEK-Multi County Health Department,KS060,KS,
KS107,SEK-Multi County Health Department,KS096,KS,
KY002,Barren River District Health Department,KY009,KY,
KY002,Barren River District Health Department,KY017,KY,
KY002,Barren River District Health Department,KY021,KY,
KY002,Barren River District Health Department,KY029,KY,
KY003,Bourbon County Health Department,KY006,KY,
KY003,Bourbon County Health Department,KY028,KY,
KY004,Boyle County Health Department,KY009,KY,
KY004,Boyle County Health Department,KY058,KY,
KY004,Boyle County Health Department,KY021,KY,
KY004,Boyle County Health Department,KY029,KY,
KY004,Boyle County Health Department,KY057,KY,
KY006,Buffalo Trace District Health Department,KY009,KY,
KY006,Buffalo Trace District Health Department,KY047,KY,
KY007,Bullitt County Health Department,KY009,KY,
KY007,Bullitt County Health Department,KY021,KY,
KY007,Bullitt County Health Department,KY029,KY,
KY007,Bullitt County Health Department,FL056,FL,
KY007,Bullitt County Health Department,KY047,KY,
KY008,Christian County Health Department,KY002,KY,
KY008,Christian County Health Department,TN007,TN,
KY008,Christian County Health Department,KY017,KY,
KY008,Christian County Health Department,TN068,TN,
KY008,Christian County Health Department,KY047,KY,
KY009,Clark County Health Department,KY006,KY,
KY009,Clark County Health Department,KY133,KY,
KY009,Clark County Health Department,KY021,KY,
KY009,Clark County Health Department,KY047,KY,
KY009,Clark County Health Department,KY052,KY,
KY010,Cumberland Valley District Health Department,KY021,KY,
KY010,Cumberland Valley District Health Department,KY025,KY,
KY010,Cumberland Valley District Health Department,KY026,KY,
KY010,Cumberland Valley District Health Department,KY033,KY,
KY010,Cumberland Valley District Health Department,TN084,TN,
KY012,Ashland-Boyd County Health Department,KY009,KY,
KY012,Ashland-Boyd County Health Department,KY018,KY,
KY012,Ashland-Boyd County Health Department,KY014,KY,
KY012,Ashland-Boyd County Health Department,KY025,KY,
KY012,Ashland-Boyd County Health Department,KY053,KY,
KY013,Fleming County Health Department,KY056,KY,
KY013,Fleming County Health Department,KY006,KY,
KY013,Fleming County Health Department,KY016,KY,
KY013,Fleming County Health Department,KY014,KY,
KY013,Fleming County Health Department,KY025,KY,
KY014,Floyd County Health Department,KY012,KY,
KY014,Floyd County Health Department,KY009,KY,
KY014,Floyd County Health Department,KY021,KY,
KY014,Floyd County Health Department,KY022,KY,
KY014,Floyd County Health Department,KY043,KY,
KY015,Franklin County Health Department,KY002,KY,
KY015,Franklin County Health Department,KY009,KY,
KY015,Franklin County Health Department,KY133,KY,
KY015,Franklin County Health Department,KY035,KY,
KY015,Franklin County Health Department,KY047,KY,
KY018,Greenup County Health Department,KY012,KY,
KY018,Greenup County Health Department,KY021,KY,
KY018,Greenup County Health Department,KY009,KY,
KY018,Greenup County Health Department,KY014,KY,
KY018,Greenup County Health Department,KY052,KY,
KY020,Hopkins County Health Department,KY017,KY,
KY020,Hopkins County Health Department,KY014,KY,
KY020,Hopkins County Health Department,KY025,KY,
KY020,Hopkins County Health Department,KY035,KY,
KY021,Jessamine County Health Department,KY006,KY,
KY021,Jessamine County Health Department,KY009,KY,
KY021,Jessamine County Health Department,KY026,KY,
KY021,Jessamine County Health Department,KY047,KY,
KY021,Jessamine County Health Department,KY049,KY,
KY022,Johnson County Health Department,KY015,KY,
KY022,Johnson County Health Department,KY014,Ky,
KY022,Johnson County Health Department,KY077,KY,
KY024,Knox County Health Department,KY071,KY,
KY024,Knox County Health Department,KY010,KY,
KY024,Knox County Health Department,KY021,KY,
KY024,Knox County Health Department,KY026,KY,
KY024,Knox County Health Department,KY051,KY,
KY025,Lake Cumberland District Health Department,KY006,KY,
KY025,Lake Cumberland District Health Department,KY010,KY,
KY025,Lake Cumberland District Health Department,KY016,KY,
KY025,Lake Cumberland District Health Department,KY023,KY,
KY025,Lake Cumberland District Health Department,KY029,KY,
KY029,Lincoln County Health Department,KY005,KY,
KY029,Lincoln County Health Department,KY028,KY,
KY029,Lincoln County Health Department,KY025,KY,
KY031,Little Sandy District Health Department,KY012,KY,
KY031,Little Sandy District Health Department,KY018,KY,
KY032,Louisville Metro Department of Public Health and Wellness,KY007,KY,
KY032,Louisville Metro Department of Public Health and Wellness,DC001,DC,
KY032,Louisville Metro Department of Public Health and Wellness,KY028,KY,
KY032,Louisville Metro Department of Public Health and Wellness,KY040,KY,
KY032,Louisville Metro Department of Public Health and Wellness,MO102,MO,
KY035,Marshall County Health Department,KY020,KY,
KY035,Marshall County Health Department,KY021,KY,
KY035,Marshall County Health Department,KY042,KY,
KY035,Marshall County Health Department,KY045,KY,
KY037,Monroe County Health Department,KY006,KY,
KY037,Monroe County Health Department,KY133,KY,
KY037,Monroe County Health Department,KY021,KY,
KY037,Monroe County Health Department,KY002,KY,
KY037,Monroe County Health Department,KY048,KY,
KY038,Muhlenberg County Health Department,KY008,KY,
KY038,Muhlenberg County Health Department,KY009,KY,
KY038,Muhlenberg County Health Department,KY017,KY,
KY038,Muhlenberg County Health Department,KY020,KY,
KY038,Muhlenberg County Health Department,KY045,KY,
KY040,Northern Kentucky Independent District Health Department,OH025,OH,
KY040,Northern Kentucky Independent District Health Department,KY009,KY,
KY040,Northern Kentucky Independent District Health Department,OH060,OH,
KY040,Northern Kentucky Independent District Health Department,FL052,FL,
KY040,Northern Kentucky Independent District Health Department,KY047,KY,
KY041,Oldham County Health Department,KY009,KY,
KY041,Oldham County Health Department,KY021,KY,
KY041,Oldham County Health Department,KY007,KY,
KY041,Oldham County Health Department,KY032,KY,
KY042,Pennyrile District Health Department,KY017,KY,
KY042,Pennyrile District Health Department,KY025,KY,
KY042,Pennyrile District Health Department,KY035,KY,
KY042,Pennyrile District Health Department,KY045,KY,
KY042,Pennyrile District Health Department,KY049,KY,
KY045,Purchase District Health Department,KY035,KY,
KY045,Purchase District Health Department,KY042,KY,
KY047,Three Rivers District Health Department,KY006,KY,
KY047,Three Rivers District Health Department,TX146,TX,
KY047,Three Rivers District Health Department,KY021,KY,
KY047,Three Rivers District Health Department,NC009,NC,
KY047,Three Rivers District Health Department,WA022,WA,
KY048,Todd County Health Department,KY006,KY,
KY048,Todd County Health Department,KY009,KY,
KY048,Todd County Health Department,KY133,KY,
KY048,Todd County Health Department,KY021,KY,
KY048,Todd County Health Department,KY037,KY,
KY049,Wedco District Health Department,KY003,KY,
KY049,Wedco District Health Department,KY009,KY,
KY049,Wedco District Health Department,KY026,KY,
KY049,Wedco District Health Department,KY028,KY,
KY049,Wedco District Health Department,KY047,KY,
KY051,Whitley County Health Department,KY133,KY,
KY051,Whitley County Health Department,KY021,KY,
KY051,Whitley County Health Department,KY009,KY,
KY053,Montgomery County Health Department,KY006,KY,
KY053,Montgomery County Health Department,KY018,KY,
KY053,Montgomery County Health Department,KY009,KY,
KY053,Montgomery County Health Department,KY014,KY,
KY053,Montgomery County Health Department,KY028,KY,
KY056,Bracken County Health Department,KY006,KY,
KY057,Mercer County Health Department,KY001,KY,
KY057,Mercer County Health Department,KY009,KY,
KY057,Mercer County Health Department,KY058,KY,
KY057,Mercer County Health Department,KY021,KY,
KY057,Mercer County Health Department,KY004,KY,
KY058,Garrard County Health Department,KY004,KY,
KY058,Garrard County Health Department,KY021,KY,
KY058,Garrard County Health Department,KY033,KY,
KY058,Garrard County Health Department,KY057,KY,
KY058,Garrard County Health Department,KY049,KY,
KY060,Breckinridge County Health Department,KY009,KY,
KY060,Breckinridge County Health Department,KY107,KY,
KY060,Breckinridge County Health Department,KY021,KY,
KY060,Breckinridge County Health Department,KY026,KY,
KY071,Bell County Health Department,KY073,KY,
KY071,Bell County Health Department,KY024,KY,
KY071,Bell County Health Department,KY026,KY,
KY071,Bell County Health Department,KY048,KY,
KY071,Bell County Health Department,KY051,KY,
KY073,Harlan County Health Department Inc,KY023,KY,
KY073,Harlan County Health Department Inc,KY024,KY,
KY073,Harlan County Health Department Inc,KY071,KY,
KY073,Harlan County Health Department Inc,KY026,KY,
KY073,Harlan County Health Department Inc,KY051,KY,
KY077,Lawrence County Health Department,KY009,KY,
KY077,Lawrence County Health Department,KY018,KY,
KY077,Lawrence County Health Department,KY021,KY,
KY077,Lawrence County Health Department,KY012,KY,
KY077,Lawrence County Health Department,KY014,KY,
KY107,Grayson County Health Department,KY002,KY,
KY107,Grayson County Health Department,KY007,KY,
KY107,Grayson County Health Department,KY009,KY,
KY107,Grayson County Health Department,KY060,KY,
KY107,Grayson County Health Department,KY029,KY,
KY133,Graves County Health Department,KY006,KY,
KY133,Graves County Health Department,FL015,FL,
KY133,Graves County Health Department,FL041,FL,
KY133,Graves County Health Department,KY048,KY,
LA018,Region 6 (Central Regional Office),Central Office,LA,State HD?
LA018,Region 6 (Central Regional Office),Central Office,LA,State HD?
LA018,Region 6 (Central Regional Office),LA016,LA,
LA018,Region 6 (Central Regional Office),LA024,LA,
LA019,Region 9 (Southeast Regional Office),VA026,VA,
LA024,OPH-Region 5 (Southwest Regional Office),LA017,LA,
LA024,OPH-Region 5 (Southwest Regional Office),LA016,LA,
LA024,OPH-Region 5 (Southwest Regional Office),LA018,LA,
LA024,OPH-Region 5 (Southwest Regional Office),LA021,LA,
LA024,OPH-Region 5 (Southwest Regional Office),LA019,LA,
LA038,Region 3 (Office of Public Health),LA045,LA,
LA038,Region 3 (Office of Public Health),LA016,LA,
LA038,Region 3 (Office of Public Health),LA024,LA,
LA038,Region 3 (Office of Public Health),LA018,LA,
LA038,Region 3 (Office of Public Health),LA019,LA,
MA005,Agawam Health Department,MA156,MA,
MA005,Agawam Health Department,MA313,MA,
MA005,Agawam Health Department,MA269,MA,
MA005,Agawam Health Department,MA271,MA,
MA005,Agawam Health Department,MA317,MA,
MA008,Amherst Health Department,MA235,MA,
MA008,Amherst Health Department,MA085,MA,
MA008,Amherst Health Department,MA110,MA,
MA008,Amherst Health Department,MA210,MA,
MA008,Amherst Health Department,MA265,MA,
MA009,Andover Health Department,MA050,MA,
MA009,Andover Health Department,MA171,MA,
MA009,Andover Health Department,MA176,MA,
MA009,Andover Health Department,MA204,MA,
MA009,Andover Health Department,MA318,MA,
MA010,Arlington Board of Health,MA022,MA,
MA010,Arlington Board of Health,MA040,MA,
MA010,Arlington Board of Health,MA043,MA,
MA010,Arlington Board of Health,MA153,MA,
MA010,Arlington Board of Health,MA194,MA,
MA012,Athol Board of Health,Montachusett Public Health Network,MA,network of 11 health departments in MA
MA015,Avon Board of Health,MA086,MA,
MA015,Avon Board of Health,MA133,MA,
MA015,Avon Board of Health,MA213,MA,
MA015,Avon Board of Health,MA237,MA,
MA015,Avon Board of Health,MA274,MA,
MA017,Barnstable Town Health Department,MA016,MA,
MA017,Barnstable Town Health Department,MA137,MA,
MA020,Bedford Board of Health,MA013,MA,
MA020,Bedford Board of Health,MA042,MA,
MA020,Bedford Board of Health,MA063,MA,
MA020,Bedford Board of Health,MA153,MA,
MA020,Bedford Board of Health,MA123,MA,
MA022,Belmont Health Department,MA010,MA,
MA022,Belmont Health Department,MA040,MA,
MA022,Belmont Health Department,MA042,MA,
MA022,Belmont Health Department,MA153,MA,
MA022,Belmont Health Department,MA302,MA,
MA035,Brewster Health Department,MA120,MA,
MA035,Brewster Health Department,MA217,MA,
MA036,Bridgewater Board of Health,MA080,MA,
MA036,Bridgewater Board of Health,MA177,MA,
MA036,Bridgewater Board of Health,MA243,MA,
MA036,Bridgewater Board of Health,MA298,MA,
MA036,Bridgewater Board of Health,MA314,MA,
MA038,Brockton Health Department,MA079,MA,
MA038,Brockton Health Department,MA237,MA,
MA038,Brockton Health Department,MA282,MA,
MA038,Brockton Health Department,MA298,MA,
MA043,Cambridge Public Health Department,PA001,PA,
MA043,Cambridge Public Health Department,OH037,OH,
MA043,Cambridge Public Health Department,IN053,IN,
MA043,Cambridge Public Health Department,MA264,MA,
MA043,Cambridge Public Health Department,WA026,WA,
MA050,Chelmsford Board of Health,MA027,MA,
MA050,Chelmsford Board of Health,MA075,MA,
MA050,Chelmsford Board of Health,MA157,MA,
MA050,Chelmsford Board of Health,MA318,MA,
MA050,Chelmsford Board of Health,MA284,MA,
MA051,Chelsea Department of Health and Human Services,MA030,MA,
MA051,Chelsea Department of Health and Human Services,MA043,MA,
MA051,Chelsea Department of Health and Human Services,MA057,MA,
MA051,Chelsea Department of Health and Human Services,MA241,MA,
MA051,Chelsea Department of Health and Human Services,MA127,MA,
MA057,Everett Health Department,MA051,MA,
MA058,Newburyport Health Department,MA348,MA,
MA058,Newburyport Health Department,MA102,MA,
MA058,Newburyport Health Department,MA143,MA,
MA058,Newburyport Health Department,MA067,MA,
MA058,Newburyport Health Department,MA179,MA,
MA062,Colrain Board of Health,MA069,MA,
MA062,Colrain Board of Health,MA110,MA,
MA062,Colrain Board of Health,MA332,MA,
MA062,Colrain Board of Health,MA245,MA,
MA062,Colrain Board of Health,MA344,MA,
MA067,Danvers Board of Health,MA159,MA,
MA067,Danvers Board of Health,MA164,MA,
MA067,Danvers Board of Health,MA222,MA,
MA067,Danvers Board of Health,MA250,MA,
MA067,Danvers Board of Health,MA280,MA,
MA068,Dartmouth Board of Health,MA346,MA,
MA068,Dartmouth Board of Health,Fairhaven,MA,
MA068,Dartmouth Board of Health,MA196,MA,
MA068,Dartmouth Board of Health,MA298,MA,
MA068,Dartmouth Board of Health,MA322,MA,
MA071,Town of Dennis,MA050,MA,
MA071,Town of Dennis,MA143,MA,
MA071,Town of Dennis,MA016,MA,
MA071,Town of Dennis,MA179,MA,
MA071,Town of Dennis,MA254,MA,
MA082,East Longmeadow Health Department,MA235,MA,
MA082,East Longmeadow Health Department,MA110,MA,
MA082,East Longmeadow Health Department,MA156,MA,
MA082,East Longmeadow Health Department,MA210,MA,
MA082,East Longmeadow Health Department,MA265,MA,
MA085,Easthampton Health Department,MA121,MA,
MA085,Easthampton Health Department,Mass State Regional Health Office,MA,"Unclear which one, remove"
MA085,Easthampton Health Department,MA210,MA,
MA085,Easthampton Health Department,MA220,MA,
MA085,Easthampton Health Department,MA265,MA,
MA089,Essex Board of Health,MA104,MA,
MA089,Essex Board of Health,MA222,MA,
MA089,Essex Board of Health,MA095,MA,
MA089,Essex Board of Health,MA244,MA,
MA093,Fitchburg Health Department,MA152,MA,
MA093,Fitchburg Health Department,MA100,MA,
MA093,Fitchburg Health Department,MA266,MA,
